OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,CouncilDistrictCode,Neighborhood,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus
104,1985200003,2019,Nonresidential COS,BAGLEY WRIGHT THEATER - SEATTLE CENTER,7,MAGNOLIA / QUEEN ANNE,1962,305 HARRISON ST,SEATTLE,WA,98109,47.62141,-122.35086,Other,,Other,176.3,,,102.2,103.2,6710224,6643328,208,209.3,,1.9,,0,0,3504520,1027116,2910560,,91213,91213,0,,1,Other,65000,,,,,,No Issue,Compliant
106,1985200305,2019,Nonresidential COS,ARMORY - SEATTLE CENTER,7,MAGNOLIA / QUEEN ANNE,1938,305 HARRISON ST,SEATTLE,WA,98109,47.62141,-122.35086,Other,,Other,425.1,,,49.5,49.6,13817245,13790256,97.2,97.3,,1.1,,0,0,6554568,1921034,7235690,,396085,396085,0,,5,Other,278500,,,,,,No Issue,Compliant
107,1986200410,2019,NonResidential,CITY PLACE IV (Ruby/Dawson),7,LAKE UNION,2010,301 BOREN AVE N,SEATTLE,WA,98109,47.62112,-122.33629,Office,,Office,531.3,88,,59.2,59.2,37007820,37007820,147.7,147.7,,0.9,,6457797,64578,30550021,8953699,0,,571329,571329,0,,12,Office,598801,Parking,310699,Other,26203,,No Issue,Compliant
110,1988200440,2019,Nonresidential COS,EXHIBITION HALL - SEATTLE CENTER,7,MAGNOLIA / QUEEN ANNE,1962,301 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,Social/Meeting Hall,,Social/Meeting Hall,87.8,,,68.2,68.8,3781674,3749896,150.9,151.6,,1.7,,0,0,2371746,695119,1376730,,52000,52000,0,,2,Social/Meeting Hall,54981,,,,,,No Issue,Compliant
112,1988200700,2019,Nonresidential COS,MCCAW HALL - SEATTLE CENTER,7,MAGNOLIA / QUEEN ANNE,1928,225 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,Performing Arts,,Performing Arts,404.1,,,68.9,69.2,20471548,20400130,147,147.9,,1.5,,488070,4881,12276919,3598159,5690960,,262048,262048,0,,2,Performing Arts,296000,,,,,,No Issue,Compliant
113,1988200705,2019,NonResidential,KCTS 9,7,MAGNOLIA / QUEEN ANNE,1986,401 MERCER ST,SEATTLE,WA,98109,47.62391,-122.34837,Office,,Office,25.3,,,73.8,73.8,4104100,4104100,206.6,206.6,,0.4,,0,0,4104100,1202843,0,,66240,63888,2352,,2,Office,45900,Data Center,5181,Distribution Center,4551,,No Issue,Compliant
114,1988201155,2019,NonResidential,BILL & MELINDA GATES FOUNDATION,7,MAGNOLIA / QUEEN ANNE,2010,500 5TH AVE N,SEATTLE,WA,98109,47.62419,-122.34443,Office,,Office,800,82,,52.4,51.9,38198728,38563992,118.3,117.3,,1.3,,11978198,119782,26585796,7791851,0,,920598,616891,303707,,6,Office,729584,Parking,185014,Other,6000,,No Issue,Compliant
115,1989200850,2019,NonResidential,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,7,MAGNOLIA / QUEEN ANNE,1970,221 1ST AVE W,SEATTLE,WA,98119,47.62053,-122.35842,Office,,Office,56.7,70,,59.7,59.6,3037215,3040440,139.3,139.2,,1.1,,808525,8085,2231915,654137,0,,76213,50283,25930,,4,Office,48546,Parking,21454,Other,2406,,No Issue,Compliant
116,1989201125,2019,NonResidential,THE MEDITERRANEAN INN,7,MAGNOLIA / QUEEN ANNE,2002,425 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62291,-122.35708,Hotel,,Hotel,176.9,72,,66.2,65.7,5359433,5396104,119.6,118.3,,2.2,,3060185,30602,2335920,684619,0,,127200,81560,45640,,6,Hotel,79696,Parking,45640,Other - Restaurant/Bar,1864,,No Issue,Compliant
117,1142001871,2019,NonResidential,UNIVERSITY INN,4,NORTHEAST,1962,4140 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65772,-122.31756,Hotel,,Hotel,183.3,37,,85.8,86,5244086,5228876,147.8,148.1,,3,,3218288,32183,2010588,589270,0,,71403,60953,10450,,4,Hotel,52953,Restaurant,8000,Parking,0,,No Issue,Compliant
118,1324039116,2019,SPS-District K-12,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),1,DELRIDGE NEIGHBORHOODS,1999,1901 SW GENESEE ST,SEATTLE,WA,98106,47.5636,-122.358,K-12 School,,K-12 School,43.7,78,,30.4,30.8,2320871,2294123,70.6,71.3,,0.6,,629342,6293,1664781,487919,0,,75364,75364,0,,3,K-12 School,75364,,,,,,No Issue,Compliant
119,1336800825,2019,NonResidential,ST JOSEPH K-8 SCHOOL,3,EAST,1923,700 18TH AVE E,SEATTLE,WA,98112,47.62548,-122.30828,K-12 School,,K-12 School,109.4,26,,49.6,50.3,3405044,3362014,90.2,90.8,,1.6,,1888476,18885,1473537,431869,0,,67743,67743,0,,3,K-12 School,67743,,,,,,No Issue,Compliant
121,1498303116,2019,NonResidential,THE 2100 BUILDING,3,SOUTHEAST,2003,2100 24TH AVE S,SEATTLE,WA,98144,47.58408,-122.30125,Office,,Office,32.5,51,,82.9,83.4,5308034,5278960,232.1,233.4,,0.5,,0,0,5278961,1547175,0,,99433,63681,35752,,3,Office,63681,Parking,35752,,,,No Issue,Compliant
122,1524049002,2019,SPS-District K-12,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),2,SOUTHEAST,1991,3301 S HORTON ST,SEATTLE,WA,98144,47.57324,-122.29058,K-12 School,,K-12 School,12.7,47,,34,34.5,2094302,2065346,95.2,96.6,,0.2,,0,0,2065346,605318,0,,60725,60725,0,,2,K-12 School,60725,,,,,,No Issue,Compliant
125,1624049214,2019,SPS-District K-12,MERCER MIDDLE (SPS-DISTRICT),2,GREATER DUWAMISH,1957,1600 S COLUMBIAN WAY,SEATTLE,WA,98108,47.56413,-122.31208,K-12 School,,K-12 School,316,45,,57.4,58.8,8187186,8000900,89.5,91.2,,2.4,,5680587,56806,2320312,680045,0,,130862,130862,0,,1,K-12 School,139310,,,,,,No Issue,Compliant
127,1704900242,2019,SPS-District K-12,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),2,SOUTHEAST,1989,5215 46TH AVE S,SEATTLE,WA,98118,47.55478,-122.27596,K-12 School,,K-12 School,17.7,72,,26.4,26.4,1580610,1583226,69,68.8,,0.3,,168910,1689,1414316,414512,0,,59955,59955,0,,3,K-12 School,59955,,,,,,No Issue,Compliant
130,1794501220,2019,SPS-District K-12,MCCLURE MIDDLE (SPS-DISTRICT),7,MAGNOLIA / QUEEN ANNE,1964,1915 1ST AVE W,SEATTLE,WA,98119,47.63683,-122.35896,K-12 School,,K-12 School,99.4,69,,34.2,34.8,3246242,3187231,63.8,64.5,,1.1,,1699147,16991,1488084,436132,0,,93218,93218,0,,2,K-12 School,93218,,,,,,No Issue,Compliant
131,1797500625,2019,NonResidential,CENTURYLINK: LAKEVIEW MAIN,4,NORTHEAST,1941,1208 NE 64TH ST,SEATTLE,WA,98115,47.67524,-122.31534,Other,,Other,31.2,,,103.4,103.4,5064914,5064914,289.4,289.4,,0.6,,0,0,5064913,1484441,0,,56521,56521,0,,4,Other,49000,,,,,,No Issue,Compliant
132,1797500715,2019,NonResidential,ROOSEVELT SQUARE,4,NORTHEAST,1929,6417 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67559,-122.31769,Supermarket/Grocery Store,,Supermarket/Grocery Store,206.5,91,,124.4,123.8,16017432,16102757,317.6,315.8,,1.6,,2283620,22836,13819136,4050157,0,,228385,128315,100070,,2,Supermarket/Grocery Store,129396,Parking,0,,,,Default Data,Not Compliant
136,1926049012,2019,NonResidential,HOLIDAY INN EXPRESS - SEATTLE NORTH,5,NORTHWEST,2001,14115 AURORA AVE N,SEATTLE,WA,98133,47.73141,-122.3458,Hotel,,Hotel,146.2,84,,79,79,4061002,4061002,133.3,133.3,,2.8,,2582014,25820,1478988,433467,0,,51390,51390,0,,4,Hotel,51390,Parking,0,,,,No Issue,Compliant
137,1926049025,2019,SPS-District K-12,BROADVIEW THOMSON K-8 (SPS-DISTRICT),5,NORTHWEST,1963,13052 GREENWOOD AVE N,SEATTLE,WA,98133,47.72463,-122.35315,K-12 School,,K-12 School,185.8,86,,38.8,38.4,5060124,5121278,65.1,64.6,,1.4,,3285092,32851,1836186,538155,0,,131013,131013,0,,2,K-12 School,131909,,,,,,No Issue,Compliant
138,1926049321,2019,SPS-District K-12,INGRAHAM HIGH (SPS-DISTRICT),5,NORTHWEST,1959,1819 N 135TH ST,SEATTLE,WA,98133,47.7257,-122.33684,K-12 School,,K-12 School,464.8,86,,45.8,45.2,11641419,11794550,71.5,70.8,,1.9,,8352095,83521,3442456,1008926,0,,245587,245587,0,,1,K-12 School,257634,,,,,,No Issue,Compliant
139,1926049434,2019,NonResidential,7066-Seattle-Northgate,5,NORTHWEST,2002,13300 STONE AVE N,SEATTLE,WA,98133,47.72529,-122.34115,Hotel,,Hotel,68.8,93,,36.6,36.6,2584346,2586172,74.7,74.6,,1,,1125000,11250,1461172,428245,0,,69138,69138,0,,3,Hotel,70609,,,,,,No Issue,Compliant
140,1931301145,2019,SPS-District K-12,B F DAY ELEMENTARY (SPS-DISTRICT),6,LAKE UNION,1991,3921 LINDEN AVE N,SEATTLE,WA,98103,47.65464,-122.34912,K-12 School,,K-12 School,2.7,100,,6.6,6.6,437900,437900,18.4,18.4,,0,,0,0,437900,128341,0,,66588,66588,0,,3,K-12 School,66588,,,,,,No Issue,Compliant
141,1932300245,2019,SPS-District K-12,HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT),1,DELRIDGE NEIGHBORHOODS,1926,7740 34TH AVE SW,SEATTLE,WA,98126,47.53284,-122.37493,K-12 School,,K-12 School,45.9,,,33.2,33.7,1594661,1569847,64.3,64.9,,1,,772452,7725,797395,233703,0,,44324,44324,0,,3,K-12 School,47307,,,,,,No Issue,Compliant
144,1974600035,2019,NonResidential,ALEXIS HOTEL,7,DOWNTOWN,1904,1007 1ST AVE,SEATTLE,WA,98104,47.6048,-122.3368,Hotel,,Hotel,123.8,99,,33.4,33.6,6411578,6384354,77.1,77.5,,0.6,,1798262,17983,4586093,1344107,0,,190980,190980,0,,5,Hotel,169037,Enclosed Mall,21943,,,,No Issue,Compliant
145,1974700025,2019,Nonresidential COS,BENAROYA HALL,7,DOWNTOWN,1998,1301 3RD AVE,SEATTLE,WA,98101,47.60804,-122.3367,Mixed Use Property,,Mixed Use Property,430,,,97.3,97.4,16790196,16778070,207.7,207,,2.5,,524261,5243,9829634,2880901,6424176,,174000,174000,0,,6,Performing Arts,163031,Parking,153719,Social/Meeting Hall,9380,,No Issue,Compliant
147,2767703875,2019,Campus,SWEDISH MEDICAL CENTER BALLARD - CAMPUS,6,BALLARD,1954,5300 TALLMAN AVE NW,SEATTLE,WA,98107,47.66737,-122.37956,Hospital (General Medical & Surgical),,Hospital (General Medical & Surgical),1862.4,37,,205.2,,,62111064,392.4,,,6.2,,31516266,315163,30594800,8966823,0,,451526,302661,148865,,5,Hospital (General Medical & Surgical),302661,Parking,148865,,,,No Issue,Compliant
163,5247801465,2019,Nonresidential COS,FIRE STATION 10/FAC/EOC,2,DOWNTOWN,2006,400 S WASHINGTON ST,SEATTLE,WA,98104,47.60102,-122.32873,Fire Station,,Fire Station,145.1,,,141.7,141.8,8221598,8212558,336,334.8,,2.4,,2012337,20123,6200222,1817181,0,,61156,61156,0,,4,Fire Station,30301,Office,27659,,,,No Issue,Compliant
167,5247802715,2019,NonResidential,WING LUKE MUSEUM/KONG YICK BLDG.,2,DOWNTOWN,1910,719 S KING ST,SEATTLE,WA,98104,47.59809,-122.32283,Museum,,Museum,31.7,,,27,26.9,1559248,1564023,61.3,60.9,,0.5,,470282,4703,1093742,320557,0,,72820,59000,13820,,4,Museum,58000,,,,,,No Issue,Compliant
168,5458300285,2019,NonResidential,HAMPTON INN & SUITES,7,MAGNOLIA / QUEEN ANNE,1996,700 5TH AVE N,SEATTLE,WA,98109,47.62614,-122.3467,Hotel,,Hotel,231,96,,59.2,59.2,6730553,6730553,103.6,103.6,,1.6,,4036841,40368,2693712,789482,0,,162222,148022,14200,,4,Hotel,113702,Parking,40911,,,,No Issue,Compliant
169,5700000455,2019,SPS-District K-12,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),2,SOUTHEAST,1990,3013 S MOUNT BAKER BLVD,SEATTLE,WA,98144,47.57589,-122.29365,K-12 School,,K-12 School,173.4,90,,28.4,28.4,8231488,8215748,63.6,64,,0.6,,2614504,26145,5601245,1641631,0,,289588,289588,0,,4,K-12 School,289588,,,,,,No Issue,Compliant
170,6003000470,2019,NonResidential,SEATTLE CENTRAL COLLEGE - FINE ARTS BLDG,3,EAST,1915,801 E PINE ST,SEATTLE,WA,98122,47.61495,-122.32177,College/University,,College/University,114.5,,,61.8,61.5,3983552,4003828,121.3,120.9,,1.8,,1914310,19143,2089518,612403,0,,64820,64820,0,,3,College/University,50820,Performing Arts,14000,,,,No Issue,Compliant
172,6171900005,2019,Campus,SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,1,DELRIDGE NEIGHBORHOODS,1970,6000 16TH AVE SW,SEATTLE,WA,98106,47.547,-122.35307,College/University,,College/University,1663.5,,,91.5,93.1,49273204,48431696,160.1,162,,3.1,,29074362,290744,19357334,5673310,0,,529343,529343,0,,2,College/University,529343,,,,,,No Issue,Compliant
173,6418100005,2019,NonResidential,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),4,NORTHEAST,2002,6901 SAND POINT WAY NE,SEATTLE,WA,98115,47.67836,-122.26442,Office,,Office,288.1,,,142.2,142.9,13893527,13827044,320.4,321.1,,3,,4320838,43208,9506207,2786110,0,,96300,96300,0,,2,Office,92300,Data Center,4944,,,,No Issue,Compliant
174,6834700175,2019,Nonresidential COS,CSC Vehicle Maintenance (E),2,GREATER DUWAMISH,1950,805 S DEARBORN ST,SEATTLE,WA,98134,47.59545,-122.32146,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,"Repair Services (Vehicle, Shoe, Locksmith, etc)",234.4,,,89.7,91.8,6222142,6075822,142.7,145.3,,3.5,,4195195,41952,1880627,551180,0,,67356,67356,0,,1,"Repair Services (Vehicle, Shoe, Locksmith, etc)",67772,,,,,,No Issue,Compliant
175,6840701230,2019,SPS-District K-12,GARFIELD HIGH (SPS-DISTRICT),3,CENTRAL,2008,400 23RD AVE,SEATTLE,WA,98122,47.60598,-122.30156,K-12 School,,K-12 School,310,65,,45.1,45.9,11845060,11639719,91.9,92.9,,1.2,,5075436,50754,6564282,1923881,0,,254523,254523,0,,3,K-12 School,258107,,,,,,No Issue,Compliant
176,7129302300,2019,SPS-District K-12,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),2,SOUTHEAST,2001,9709 60TH AVE S,SEATTLE,WA,98118,47.51482,-122.25864,K-12 School,,K-12 School,75,56,,38.1,38.4,3022594,3000749,79.9,80.2,,1,,1204378,12044,1796371,526486,0,,78804,78804,0,,3,K-12 School,78804,,,,,,No Issue,Compliant
177,7152200350,2019,SPS-District K-12,MADRONA SCHOOL (SPS-DISTRICT),3,CENTRAL,2002,1121 33RD AVE,SEATTLE,WA,98122,47.61224,-122.29087,K-12 School,,K-12 School,39.7,56,,37.1,37.3,2542864,2530562,90.8,91.6,,0.6,,512767,5128,2017795,591382,0,,66994,66994,0,,3,K-12 School,68127,,,,,,No Issue,Compliant
178,7243500230,2019,SPS-District K-12,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),2,GREATER DUWAMISH,2000,8311 BEACON AVE S,SEATTLE,WA,98118,47.52915,-122.28904,K-12 School,,K-12 School,98.4,70,,36.9,37.2,3658208,3625330,74.4,74.7,,1,,1619749,16197,2005581,587802,0,,98357,98357,0,,3,K-12 School,98357,,,,,,No Issue,Compliant
179,7378600265,2019,NonResidential,UNION GOSPEL MISSION ASSN,2,GREATER DUWAMISH,1958,3800 S OTHELLO ST,SEATTLE,WA,98118,47.53827,-122.28406,Office,,Office,69.1,,,85.7,85.5,4339380,4348900,208.8,208.6,,1.3,,900408,9004,3448491,1010695,0,,54765,54765,0,,1,Office,25765,Other,25000,,,,No Issue,Compliant
180,7378600265,2019,NonResidential,UNION GOSPEL MISSION ASSN / HOPE PLACE,2,GREATER DUWAMISH,2009,3802 S OTHELLO ST,SEATTLE,WA,98118,47.53722,-122.284,Other - Lodging/Residential,,Other - Lodging/Residential,258.6,,,55.4,56.1,4990718,4932238,59.6,60.3,,2.9,,4860655,48607,71583,20980,0,,89821,89821,0,,5,Other - Lodging/Residential,46483,Office,37938,Food Service,4579,,No Issue,Compliant
182,7443000070,2019,NonResidential,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,7,MAGNOLIA / QUEEN ANNE,1980,3469 3RD AVE W,SEATTLE,WA,98119,47.65147,-122.36122,College/University,,College/University,113.4,,,81.6,82.6,4348180,4291862,166.8,167.9,,2.2,,1852035,18520,2439827,715072,0,,52611,52611,0,,2,College/University,52611,,,,,,No Issue,Compliant
183,7443000375,2019,Multifamily LR (1-4),"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",7,MAGNOLIA / QUEEN ANNE,2001,362 W EMERSON ST,SEATTLE,WA,98119,47.65068,-122.36331,Residence Hall/Dormitory,,Multifamily LR (1-4),114.4,89,,32.1,32.7,4430252,4347682,65.7,66.7,,1.1,,1864865,18649,2482816,727672,0,,139600,102100,37500,,4,Residence Hall/Dormitory,135520,,,,,,No Issue,Compliant
185,2826049152,2019,SPS-District K-12,NATHAN HALE HIGH (SPS-DISTRICT),5,NORTH,2011,10750 30TH AVE NE,SEATTLE,WA,98125,47.70763,-122.29453,K-12 School,,K-12 School,180.1,87,,28.4,28.2,6830402,6874403,58.3,58.1,,0.8,,2932740,29327,3941662,1155235,0,,236758,236758,0,,2,K-12 School,242134,Parking,0,,,,No Issue,Compliant
189,2919200635,2019,SPS-District K-12,GREENWOOD ELEMENTARY (SPS-DISTRICT),6,NORTHWEST,2002,144 NW 80TH ST,SEATTLE,WA,98117,47.68725,-122.35996,K-12 School,,K-12 School,61.1,66,,36.7,37.4,2341330,2297326,74.9,75.9,,1,,1000352,10004,1296974,380121,0,,62526,62526,0,,3,K-12 School,62526,,,,,,No Issue,Compliant
190,2924049043,2019,NonResidential,WEBSTER ST BUILDING (CEDAR GROVE),2,GREATER DUWAMISH,2007,7343 E MARGINAL WAY S,SEATTLE,WA,98108,47.536,-122.31768,Mixed Use Property,,Mixed Use Property,34.5,,,38.3,38.5,2335228,2320154,94.8,95,,0.5,,429383,4294,1890771,554153,0,,64015,64015,0,,3,Office,24419,Non-Refrigerated Warehouse,21720,Other - Services,14480,,No Issue,Compliant
194,2926049025,2019,Campus,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,5,NORTH,1951,401 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70759,-122.3255,Retail Store,,Retail Store,573.4,98,,39.7,40.1,21262552,21052848,80,80.4,,1.1,,9450280,94503,11602567,3400518,0,,530039,530039,0,,1,Retail Store,505103,Restaurant,24936,,,,No Issue,Compliant
195,2926049409,2019,NonResidential,KINDRED HOSPITAL,5,NORTH,1964,10631 8TH AVE NE,SEATTLE,WA,98125,47.7066,-122.321,Other/Specialty Hospital,,Other/Specialty Hospital,140.5,,,98.7,100.1,4706285,4639746,187.6,189.1,,2.6,,2383865,23839,2255880,661161,0,,54224,54224,0,,3,Other/Specialty Hospital,47012,,,,,,No Issue,Compliant
197,2926049528,2019,NonResidential,NORDSTROM NORTHGATE 002,5,NORTH,1965,301 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70619,-122.32586,Retail Store,,Retail Store,51.6,51,,58,58,7073808,7077346,160,160,,0.4,,170811,1708,6906536,2024190,0,,124342,124342,0,,4,Retail Store,122000,,,,,,No Issue,Compliant
198,2982800005,2019,Campus,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),4,NORTHEAST,1953,4800 SAND POINT WAY NE,SEATTLE,WA,98105,47.66231,-122.28146,Hospital (General Medical & Surgical),,Hospital (General Medical & Surgical),8236.9,17,,278.1,277.4,248949136,249530384,500.3,496.5,,9.4,,142689662,1426897,106840707,31313220,0,,879000,879000,0,,10,Hospital (General Medical & Surgical),897371,,,,,,No Issue,Compliant
200,3026049024,2019,NonResidential,Verity Credit Union,5,NORTHWEST,1996,11027 MERIDIAN AVE N,SEATTLE,WA,98133,47.70956,-122.3345,Financial Office,,Financial Office,83.3,75,,85.7,85,3167791,3193814,176.3,175.6,,2.1,,1354620,13546,1839194,539037,0,,55442,39017,16425,,3,Financial Office,28636,Parking,15385,Medical Office,8644,,No Issue,Compliant
205,3050700050,2019,SPS-District K-12,BALLARD HIGH (SPS-DISTRICT),6,BALLARD,1999,1418 NW 65TH ST,SEATTLE,WA,98117,47.67661,-122.37489,K-12 School,,K-12 School,120.4,75,,33.3,33.5,8353497,8304872,82.8,83.5,,0.5,,1473925,14739,6830947,2002036,0,,242795,242795,0,,2,K-12 School,249693,,,,,,No Issue,Compliant
209,3225049002,2019,NonResidential,MADISON SELF STORAGE,3,EAST,1910,1111 E MADISON ST,SEATTLE,WA,98122,47.61233,-122.3171,Self-Storage Facility,,Self-Storage Facility,42.2,,,18.3,17.6,1486248,1544944,36.8,35.1,,0.5,,695805,6958,849139,248868,0,,84870,84870,0,,5,Self-Storage Facility,74705,Retail Store,9752,,,,No Issue,Compliant
211,3226049021,2019,Campus,NORTH SEATTLE COLLEGE - CAMPUS,5,NORTHWEST,1970,9600 COLLEGE WAY N,SEATTLE,WA,98103,47.69936,-122.33401,College/University,,College/University,615.9,,,56.5,57,37236728,36879840,135.9,136.8,,1.1,,8276744,82767,28603096,8383088,0,,694072,582447,111625,,2,College/University,653167,,,,,,No Issue,Compliant
212,3332501090,2019,SPS-District K-12,AKI KUROSE MIDDLE (SPS-DISTRICT),2,SOUTHEAST,1952,3928 S GRAHAM ST,SEATTLE,WA,98118,47.54632,-122.28198,K-12 School,,K-12 School,308.1,76,,41.5,42.3,7328251,7182038,59.3,60.2,,1.8,,5620333,56203,1561704,457709,0,,173185,173185,0,,2,K-12 School,173185,,,,,,No Issue,Compliant
214,3438501230,2019,SPS-District K-12,BOREN STEM K-8 (SPS-DISTRICT),1,DELRIDGE NEIGHBORHOODS,1963,5950 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54862,-122.36214,K-12 School,,K-12 School,215.4,76,,42.9,43.9,5675643,5536906,67.7,69,,1.5,,3860460,38605,1676446,491338,0,,145341,145341,0,,1,K-12 School,129213,,,,,,No Issue,Compliant
215,3466800065,2019,NonResidential,RAINIER BOTTLING PLANT,2,GREATER DUWAMISH,1904,5628 AIRPORT WAY S,SEATTLE,WA,98108,47.55152,-122.31869,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,124.9,52,,27.1,26.7,3046255,3098061,41.4,40.9,,1.1,,2254196,22542,843865,247323,0,,114297,114297,0,,4,Non-Refrigerated Warehouse,114297,,,,,,No Issue,Compliant
216,3524049149,2019,SPS-District K-12,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),2,SOUTHEAST,1960,8815 SEWARD PARK AVE S,SEATTLE,WA,98118,47.52407,-122.26586,K-12 School,,K-12 School,247.8,79,,38.8,39.5,7235920,7107880,67.1,67.8,,1.3,,4344798,43448,2763082,809813,0,,184125,184125,0,,2,K-12 School,183357,,,,,,No Issue,Compliant
217,3526039131,2019,SPS-District K-12,WHITMAN MIDDLE (SPS-DISTRICT),6,BALLARD,1959,9201 15TH AVE NW,SEATTLE,WA,98117,47.69675,-122.3776,K-12 School,,K-12 School,238.6,92,,32.5,33.5,5816479,5648360,47.3,48.4,,1.5,,4339819,43398,1308541,383511,0,,160270,160270,0,,1,K-12 School,173750,,,,,,No Issue,Compliant
220,3573700006,2019,NonResidential,SODO ROW,2,GREATER DUWAMISH,1937,4786 1ST AVE S,SEATTLE,WA,98134,47.55901,-122.33328,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,170.9,,,14.4,14.4,3368738,3364385,16.3,16.3,,0.7,,3198320,31983,166065,48671,0,,234144,234144,0,,1,Non-Refrigerated Warehouse,234144,,,,,,No Issue,Compliant
223,3624039009,2019,NonResidential,WESTWOOD VILLAGE - BLDG A,1,DELRIDGE NEIGHBORHOODS,1966,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,Retail Store,,Retail Store,37.5,80,,37.9,37.7,2469489,2478122,93.4,93.2,,0.6,,473814,4738,2004308,587429,0,,64984,64984,0,,1,Retail Store,65425,,,,,,No Issue,Compliant
224,3624039009,2019,NonResidential,WESTWOOD VILLAGE - BLDG B,1,DELRIDGE NEIGHBORHOODS,1965,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,Retail Store,,Retail Store,380,14,,136.7,137.5,9321179,9267325,205.3,205.5,,5.6,,6877036,68770,2390289,700554,0,,67745,67745,0,,1,Retail Store,67782,,,,,,No Issue,Compliant
225,3624039032,2019,SPS-District K-12,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),1,DELRIDGE NEIGHBORHOODS,2010,2500 SW THISTLE ST,SEATTLE,WA,98106,47.52915,-122.36511,K-12 School,,K-12 School,307,80,,33.6,33.8,12445428,12344968,70.6,70.8,,0.8,,4918512,49185,7426457,2176570,0,,367884,367884,0,,2,K-12 School,367884,,,,,,No Issue,Compliant
226,3624039057,2019,SPS-District K-12,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),1,DELRIDGE NEIGHBORHOODS,1958,9450 30TH AVE SW,SEATTLE,WA,98126,47.51778,-122.37074,K-12 School,,K-12 School,91.9,87,,45.1,46,2154193,2112616,63.6,64.5,,2,,1680688,16807,431927,126591,0,,46797,46797,0,,1,K-12 School,46797,,,,,,No Issue,Compliant
334,659000750,2019,NonResidential,WEST 8TH,7,DOWNTOWN,2009,2001 8TH AVE,SEATTLE,WA,98121,47.61578,-122.33726,Office,,Office,135.2,95,,37.6,,,21937194,105.4,,,0.3,,0,0,21937195,6429424,0,,758043,529375,228668,,25,Office,582725,Parking,191082,,,,No Issue,Compliant
227,3646100540,2019,SPS-District K-12,WASHINGTON MIDDLE (SPS-DISTRICT),3,CENTRAL,1963,2101 S JACKSON ST,SEATTLE,WA,98144,47.59796,-122.30415,K-12 School,,K-12 School,189.2,80,,38.9,39.6,5434672,5326650,66.3,67.1,,1.4,,3330809,33308,1995840,584947,0,,136188,136188,0,,3,K-12 School,137084,,,,,,No Issue,Compliant
