,Unnamed: 0,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,NaturalGas(kBtu),Electricity(kBtu),SteamUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,OSE Building Type,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,LargestPropertyUseType OSE GFA for Policy,SecondLargestPropertyUseType OSE GFA for Policy,ThirdLargestPropertyUseType OSE GFA for Policy,Total GFA for Policy,LargestPropertyUseType Percent GFA,SecondLargestPropertyUseType Percent GFA,ThirdLargestPropertyUseType Percent GFA,sq_ft_classification
97,97,168,5458300285,2019,NonResidential,HAMPTON INN & SUITES,4036841,2693712,0,162222,148022,14200,Hotel,113702.0,Parking,40911.0,,,NonResidential,Hotel,,,113702.0,40911.0,0.0,154613.0,0.7353974116018704,0.2646025883981295,0.0,B
98,98,169,5700000455,2019,SPS-District K-12,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),2614504,5601245,0,289588,289588,0,K-12 School,289588.0,,,,,Campus,K-12 School,,,289588.0,0.0,0.0,289588.0,1.0,0.0,0.0,A
99,99,170,6003000470,2019,NonResidential,SEATTLE CENTRAL COLLEGE - FINE ARTS BLDG,1914310,2089518,0,64820,64820,0,College/University,50820.0,Performing Arts,14000.0,,,NonResidential,College/University,Entertainment/Public Assembly,,50820.0,14000.0,0.0,64820.0,0.7840172786177105,0.2159827213822894,0.0,C
100,100,172,6171900005,2019,Campus,SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,29074362,19357334,0,529343,529343,0,College/University,529343.0,,,,,Campus,College/University,,,529343.0,0.0,0.0,529343.0,1.0,0.0,0.0,A
101,101,173,6418100005,2019,NonResidential,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),4320838,9506207,0,96300,96300,0,Office,92300.0,Data Center,4944.0,,,NonResidential,Office,,,92300.0,4944.0,0.0,97244.0,0.9491588169964214,0.0508411830035786,0.0,B
102,102,174,6834700175,2019,Nonresidential COS,CSC Vehicle Maintenance (E),4195195,1880627,0,67356,67356,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",67772.0,,,,,NonResidential,Services,,,67772.0,0.0,0.0,67772.0,1.0,0.0,0.0,C
103,103,175,6840701230,2019,SPS-District K-12,GARFIELD HIGH (SPS-DISTRICT),5075436,6564282,0,254523,254523,0,K-12 School,258107.0,,,,,Campus,K-12 School,,,258107.0,0.0,0.0,258107.0,1.0,0.0,0.0,A
104,104,176,7129302300,2019,SPS-District K-12,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),1204378,1796371,0,78804,78804,0,K-12 School,78804.0,,,,,Campus,K-12 School,,,78804.0,0.0,0.0,78804.0,1.0,0.0,0.0,C
105,105,177,7152200350,2019,SPS-District K-12,MADRONA SCHOOL (SPS-DISTRICT),512767,2017795,0,66994,66994,0,K-12 School,68127.0,,,,,Campus,K-12 School,,,68127.0,0.0,0.0,68127.0,1.0,0.0,0.0,C
106,106,178,7243500230,2019,SPS-District K-12,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),1619749,2005581,0,98357,98357,0,K-12 School,98357.0,,,,,Campus,K-12 School,,,98357.0,0.0,0.0,98357.0,1.0,0.0,0.0,B
107,107,179,7378600265,2019,NonResidential,UNION GOSPEL MISSION ASSN,900408,3448491,0,54765,54765,0,Office,25765.0,Other,25000.0,,,NonResidential,Office,Other,,25765.0,25000.0,0.0,50765.0,0.5075347188023245,0.4924652811976756,0.0,C
108,108,180,7378600265,2019,NonResidential,UNION GOSPEL MISSION ASSN / HOPE PLACE,4860655,71583,0,89821,89821,0,Other - Lodging/Residential,46483.0,Office,37938.0,Food Service,4579.0,NonResidential,Hotel,Office,Restaurant,46483.0,37938.0,4579.0,89000.0,0.5222808988764045,0.4262696629213483,0.0514494382022471,C
109,109,182,7443000070,2019,NonResidential,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,1852035,2439827,0,52611,52611,0,College/University,52611.0,,,,,NonResidential,College/University,,,52611.0,0.0,0.0,52611.0,1.0,0.0,0.0,C
110,110,183,7443000375,2019,Multifamily LR (1-4),"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",1864865,2482816,0,139600,102100,37500,Residence Hall/Dormitory,135520.0,,,,,Multifamily,Residence Hall/Dormitory,,,135520.0,0.0,0.0,135520.0,1.0,0.0,0.0,B
111,111,185,2826049152,2019,SPS-District K-12,NATHAN HALE HIGH (SPS-DISTRICT),2932740,3941662,0,236758,236758,0,K-12 School,242134.0,Parking,0.0,,,Campus,K-12 School,,,242134.0,0.0,0.0,242134.0,1.0,0.0,0.0,A
112,112,189,2919200635,2019,SPS-District K-12,GREENWOOD ELEMENTARY (SPS-DISTRICT),1000352,1296974,0,62526,62526,0,K-12 School,62526.0,,,,,Campus,K-12 School,,,62526.0,0.0,0.0,62526.0,1.0,0.0,0.0,C
113,113,190,2924049043,2019,NonResidential,WEBSTER ST BUILDING (CEDAR GROVE),429383,1890771,0,64015,64015,0,Office,24419.0,Non-Refrigerated Warehouse,21720.0,Other - Services,14480.0,NonResidential,Office,Non-Refrigerated Warehouse,Services,24419.0,21720.0,14480.0,60619.0,0.4028274963295336,0.3583035022022798,0.2388690014681865,C
114,114,194,2926049025,2019,Campus,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,9450280,11602567,0,530039,530039,0,Retail Store,505103.0,Restaurant,24936.0,,,Campus,Retail Store,Restaurant,,505103.0,24936.0,0.0,530039.0,0.9529544052418784,0.0470455947581215,0.0,A
115,115,195,2926049409,2019,NonResidential,KINDRED HOSPITAL,2383865,2255880,0,54224,54224,0,Other/Specialty Hospital,47012.0,,,,,NonResidential,Hospital,,,47012.0,0.0,0.0,47012.0,1.0,0.0,0.0,D
116,116,197,2926049528,2019,NonResidential,NORDSTROM NORTHGATE 002,170811,6906536,0,124342,124342,0,Retail Store,122000.0,,,,,NonResidential,Retail Store,,,122000.0,0.0,0.0,122000.0,1.0,0.0,0.0,B
117,117,198,2982800005,2019,Campus,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),142689662,106840707,0,879000,879000,0,Hospital (General Medical & Surgical),897371.0,,,,,Campus,Hospital,,,897371.0,0.0,0.0,897371.0,1.0,0.0,0.0,A
118,118,200,3026049024,2019,NonResidential,Verity Credit Union,1354620,1839194,0,55442,39017,16425,Financial Office,28636.0,Parking,15385.0,Medical Office,8644.0,NonResidential,Office,,Office,28636.0,15385.0,8644.0,52665.0,0.5437387259090477,0.2921294977689167,0.1641317763220355,C
119,119,205,3050700050,2019,SPS-District K-12,BALLARD HIGH (SPS-DISTRICT),1473925,6830947,0,242795,242795,0,K-12 School,249693.0,,,,,Campus,K-12 School,,,249693.0,0.0,0.0,249693.0,1.0,0.0,0.0,A
120,120,209,3225049002,2019,NonResidential,MADISON SELF STORAGE,695805,849139,0,84870,84870,0,Self-Storage Facility,74705.0,Retail Store,9752.0,,,NonResidential,Self-Storage Facility,Retail Store,,74705.0,9752.0,0.0,84457.0,0.8845329575997253,0.1154670424002747,0.0,C
121,121,211,3226049021,2019,Campus,NORTH SEATTLE COLLEGE - CAMPUS,8276744,28603096,0,694072,582447,111625,College/University,653167.0,,,,,Campus,College/University,,,653167.0,0.0,0.0,653167.0,1.0,0.0,0.0,A
122,122,212,3332501090,2019,SPS-District K-12,AKI KUROSE MIDDLE (SPS-DISTRICT),5620333,1561704,0,173185,173185,0,K-12 School,173185.0,,,,,Campus,K-12 School,,,173185.0,0.0,0.0,173185.0,1.0,0.0,0.0,B
123,123,214,3438501230,2019,SPS-District K-12,BOREN STEM K-8 (SPS-DISTRICT),3860460,1676446,0,145341,145341,0,K-12 School,129213.0,,,,,Campus,K-12 School,,,129213.0,0.0,0.0,129213.0,1.0,0.0,0.0,B
124,124,215,3466800065,2019,NonResidential,RAINIER BOTTLING PLANT,2254196,843865,0,114297,114297,0,Non-Refrigerated Warehouse,114297.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,114297.0,0.0,0.0,114297.0,1.0,0.0,0.0,B
125,125,216,3524049149,2019,SPS-District K-12,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),4344798,2763082,0,184125,184125,0,K-12 School,183357.0,,,,,Campus,K-12 School,,,183357.0,0.0,0.0,183357.0,1.0,0.0,0.0,B
126,126,217,3526039131,2019,SPS-District K-12,WHITMAN MIDDLE (SPS-DISTRICT),4339819,1308541,0,160270,160270,0,K-12 School,173750.0,,,,,Campus,K-12 School,,,173750.0,0.0,0.0,173750.0,1.0,0.0,0.0,B
127,127,220,3573700006,2019,NonResidential,SODO ROW,3198320,166065,0,234144,234144,0,Non-Refrigerated Warehouse,234144.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,234144.0,0.0,0.0,234144.0,1.0,0.0,0.0,A
128,128,223,3624039009,2019,NonResidential,WESTWOOD VILLAGE - BLDG A,473814,2004308,0,64984,64984,0,Retail Store,65425.0,,,,,NonResidential,Retail Store,,,65425.0,0.0,0.0,65425.0,1.0,0.0,0.0,C
129,129,224,3624039009,2019,NonResidential,WESTWOOD VILLAGE - BLDG B,6877036,2390289,0,67745,67745,0,Retail Store,67782.0,,,,,NonResidential,Retail Store,,,67782.0,0.0,0.0,67782.0,1.0,0.0,0.0,C
130,130,225,3624039032,2019,SPS-District K-12,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),4918512,7426457,0,367884,367884,0,K-12 School,367884.0,,,,,Campus,K-12 School,,,367884.0,0.0,0.0,367884.0,1.0,0.0,0.0,A
131,131,226,3624039057,2019,SPS-District K-12,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),1680688,431927,0,46797,46797,0,K-12 School,46797.0,,,,,Campus,K-12 School,,,46797.0,0.0,0.0,46797.0,1.0,0.0,0.0,D
132,132,334,659000750,2019,NonResidential,WEST 8TH,0,21937195,0,758043,529375,228668,Office,582725.0,Parking,191082.0,,,NonResidential,Office,,,582725.0,191082.0,0.0,773807.0,0.7530624561421646,0.2469375438578353,0.0,A
133,133,227,3646100540,2019,SPS-District K-12,WASHINGTON MIDDLE (SPS-DISTRICT),3330809,1995840,0,136188,136188,0,K-12 School,137084.0,,,,,Campus,K-12 School,,,137084.0,0.0,0.0,137084.0,1.0,0.0,0.0,B
134,134,229,3812400550,2019,SPS-District K-12,KING (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),856174,1411358,0,67371,67371,0,K-12 School,67371.0,,,,,Campus,K-12 School,,,67371.0,0.0,0.0,67371.0,1.0,0.0,0.0,C
135,135,230,3874900040,2019,NonResidential,U-HAUL RENTALS & MINI-STORAGE,989114,539036,0,52088,52088,0,Self-Storage Facility,52088.0,,,,,NonResidential,Self-Storage Facility,,,52088.0,0.0,0.0,52088.0,1.0,0.0,0.0,C
136,136,231,4083301505,2019,SPS-District K-12,HAMILTON MIDDLE (SPS-DISTRICT),863189,3339481,0,127776,127776,0,K-12 School,128025.0,,,,,Campus,K-12 School,,,128025.0,0.0,0.0,128025.0,1.0,0.0,0.0,B
137,137,232,4088802955,2019,NonResidential,SILVER CLOUD INN LAKE UNION,3785461,3774047,0,123920,93920,30000,Hotel,123920.0,Parking,30000.0,Swimming Pool,0.0,NonResidential,Hotel,,Recreation,123920.0,30000.0,0.0,153920.0,0.8050935550935551,0.1949064449064449,0.0,B
138,138,233,4088803210,2019,Nonresidential COS,ARMORY BUILDING (MOHAI),3767894,3839483,0,50000,50000,0,Museum,43000.0,,,,,NonResidential,Entertainment/Public Assembly,,,43000.0,0.0,0.0,43000.0,1.0,0.0,0.0,D
139,139,234,4088803530,2019,Nonresidential COS,SEATTLE CITY LIGHT ROY STREET WAREHOUSE,0,232499,0,50292,50292,0,Non-Refrigerated Warehouse,38693.0,Residence Hall/Dormitory,5000.0,Office,4730.0,NonResidential,Non-Refrigerated Warehouse,Residence Hall/Dormitory,Office,38693.0,5000.0,4730.0,48423.0,0.7990624290110072,0.103256716849431,0.0976808541395617,D
140,140,235,4088803586,2019,NonResidential,COURTYARD BY MARRIOTT - SEATTLE,4782300,5210800,0,207656,153315,54341,Hotel,141591.0,Parking,66065.0,,,NonResidential,Hotel,,,141591.0,66065.0,0.0,207656.0,0.6818536425626999,0.3181463574373001,0.0,B
141,141,237,4240400005,2019,SPS-District K-12,WHITTIER ELEMENTARY (SPS-DISTRICT),942088,1371691,0,67235,67235,0,K-12 School,67235.0,,,,,Campus,K-12 School,,,67235.0,0.0,0.0,67235.0,1.0,0.0,0.0,C
142,142,238,4310701070,2019,Nonresidential COS,CITY OF SEATTLE - NSC,2690993,6501924,0,91130,91130,0,Office,57968.0,Distribution Center,32881.0,Parking,11850.0,NonResidential,Office,Non-Refrigerated Warehouse,,57968.0,32881.0,11850.0,102699.0,0.5644456129076233,0.3201686481854741,0.1153857389069027,B
143,143,239,4315700020,2019,SPS-District K-12,GATEWOOD ELEMENTARY SCHOOL (SPS-DISTRICT),317875,1161772,0,58118,58118,0,K-12 School,59014.0,,,,,Campus,K-12 School,,,59014.0,0.0,0.0,59014.0,1.0,0.0,0.0,C
144,144,241,4468400005,2019,NonResidential,HOTEL NEXUS - NORTHGATE,3917615,2746912,0,64893,64893,0,Hotel,64893.0,,,,,NonResidential,Hotel,,,64893.0,0.0,0.0,64893.0,1.0,0.0,0.0,C
145,145,242,5100404840,2019,SPS-District K-12,OLYMPIC VIEW (SPS-DISTRICT),0,1322320,0,52792,52792,0,K-12 School,55480.0,,,,,Campus,K-12 School,,,55480.0,0.0,0.0,55480.0,1.0,0.0,0.0,C
146,146,243,5129000050,2019,SPS-District K-12,VAN ASSELT (OLD) SCHOOL (SPS-DISTRICT),3277486,617800,0,70762,70762,0,K-12 School,70762.0,,,,,Campus,K-12 School,,,70762.0,0.0,0.0,70762.0,1.0,0.0,0.0,C
147,147,244,5247800030,2019,NonResidential,WASHINGTON PARK BUILDING,376891,1006007,0,44558,44558,0,Office,34416.0,Self-Storage Facility,7672.0,Restaurant,2470.0,NonResidential,Office,Self-Storage Facility,Restaurant,34416.0,7672.0,2470.0,44558.0,0.7723865523587234,0.172180079895866,0.0554333677454104,D
148,148,245,7666204876,2019,NonResidential,CENTURYLINK FIELD-STADIUM,10372033,52583970,0,1913640,1585960,327680,Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,,NonResidential,Entertainment/Public Assembly,,,1585960.0,0.0,0.0,1585960.0,1.0,0.0,0.0,A
149,149,247,7666205660,2019,Nonresidential COS,CITY LIGHT - SOUTH SERVICE CENTER BLDG A,939564,8238035,0,179161,179161,0,Other - Utility,117861.0,Office,37321.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",25543.0,NonResidential,Other,Office,Services,117861.0,37321.0,25543.0,180725.0,0.6521565915064325,0.2065071240835523,0.1413362844100152,B
150,150,248,7666205660,2019,Nonresidential COS,CITY LIGHT - SOUTH SERVICE CENTER BLDG B,0,2883139,0,58640,58640,0,Other - Utility,58640.0,,,,,NonResidential,Other,,,58640.0,0.0,0.0,58640.0,1.0,0.0,0.0,C
151,151,335,660000080,2019,NonResidential,DENNY BUILDING,0,5981905,3664277,190642,190642,0,Office,190437.0,Parking,48500.0,,,NonResidential,Office,,,190437.0,48500.0,0.0,238937.0,0.7970176238924905,0.2029823761075095,0.0,A
152,152,249,7666206483,2019,NonResidential,T-MOBILE PARK (SAFECO FIELD),20435898,49332300,0,1172127,1172127,0,Other - Entertainment/Public Assembly,1172127.0,,,,,NonResidential,Entertainment/Public Assembly,,,1172127.0,0.0,0.0,1172127.0,1.0,0.0,0.0,A
153,153,250,7666206720,2019,NonResidential,SILVER CLOUD INN SEATTLE,16574739,6194387,0,168449,153882,14567,Hotel,153882.0,Parking,14567.0,,,NonResidential,Hotel,,,153882.0,14567.0,0.0,168449.0,0.9135227873124804,0.0864772126875196,0.0,B
154,154,338,660001215,2019,NonResidential,SEATTLE CHILDREN'S HOSPITAL  (JACK R MCDONALD BUILDING),35473162,27777706,0,299070,230638,68432,Other,250000.0,Parking,49070.0,,,NonResidential,Other,,,250000.0,49070.0,0.0,299070.0,0.8359246999030328,0.1640753000969672,0.0,A
155,155,253,7666207830,2019,Campus,PORT OF SEATTLE- TERMINAL 30 (CAMPUS),0,8580719,0,68640,68640,0,Transportation Terminal/Station,44160.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",24480.0,Office,19610.0,Campus,Entertainment/Public Assembly,Services,Office,44160.0,24480.0,19610.0,88250.0,0.5003966005665722,0.2773937677053824,0.2222096317280453,C
156,156,257,7666703020,2019,NonResidential,HARBOR ISLAND WAREHOUSE - KING COUNTY,0,853396,0,79600,79600,0,Non-Refrigerated Warehouse,169225.0,,,,,NonResidential,Non-Refrigerated Warehouse,,,169225.0,0.0,0.0,169225.0,1.0,0.0,0.0,B
157,157,261,7883608601,2019,Campus,BOEING SOUTH PARK CAMPUS REPORT,7344400,42226673,0,334368,302494,31874,Office,154100.0,Laboratory,136588.0,Other,28303.0,Campus,Office,Laboratory,Other,154100.0,136588.0,28303.0,318991.0,0.4830857296914333,0.4281876291180629,0.0887266411905038,A
158,158,263,8632880000,2019,NonResidential,THORNTON CINEMA BUILDING & PARKING GARAGE,2470755,6481193,0,423569,88460,335109,Parking,335109.0,Movie Theater,67074.0,Medical Office,13567.0,NonResidential,,Entertainment/Public Assembly,Office,335109.0,67074.0,13567.0,415750.0,0.8060348767288034,0.1613325315694528,0.0326325917017438,A
159,159,264,8681450000,2019,NonResidential,TRIBECA CONDOS & STORE,0,8526318,0,110785,71606,39179,Multifamily Housing,154625.0,,,,,NonResidential,Multifamily Housing,,,154625.0,0.0,0.0,154625.0,1.0,0.0,0.0,B
160,160,265,8729690000,2019,Multifamily MR (5-9),2024 THIRD AVE/YWCA,5185082,5263907,0,116947,116947,0,Multifamily Housing,81740.0,Office,27403.0,Other - Lodging/Residential,12851.0,Multifamily,Multifamily Housing,Office,Hotel,81740.0,27403.0,12851.0,121994.0,0.6700329524402839,0.2246258012689148,0.1053412462908011,B
161,161,266,9271000000,2019,Multifamily LR (1-4),WEST SEATTLE COMM. RESOURCE CENTER/FOOD BANK APT/MIXED USE,0,1772208,0,52134,37940,14194,Multifamily Housing,34890.0,Parking,14194.0,Other - Public Services,8816.0,Multifamily,Multifamily Housing,,Services,34890.0,14194.0,8816.0,57900.0,0.6025906735751295,0.245146804835924,0.1522625215889464,C
162,162,267,6792120000,2019,NonResidential,PINE ST. CONDO-ELLIOTT GRAND HYATT SEATTLE,26885097,36926814,0,934292,934292,0,Hotel,495536.0,Parking,438756.0,Restaurant,49700.0,NonResidential,Hotel,,Restaurant,495536.0,438756.0,49700.0,983992.0,0.5035975902243107,0.445893869055846,0.0505085407198432,A
163,163,268,7942600331,2019,Campus,SWEDISH MEDICAL CENTER CHERRY HILL - CAMPUS,82839456,56768583,0,597519,597519,0,Hospital (General Medical & Surgical),601615.0,Parking,48607.0,,,Campus,Hospital,,,601615.0,48607.0,0.0,650222.0,0.9252455315261556,0.0747544684738443,0.0,A
164,164,273,7972603210,2019,SPS-District K-12,HIGHLAND PARK SCHOOL (SPS-DISTRICT),1000283,1943829,0,71714,71714,0,K-12 School,71714.0,,,,,Campus,K-12 School,,,71714.0,0.0,0.0,71714.0,1.0,0.0,0.0,C
165,165,274,8033700250,2019,NonResidential,PUBLIC STORAGE (STORE 27020),67300,604729,0,75397,67236,8161,Self-Storage Facility,67236.0,Parking,8161.0,,,NonResidential,Self-Storage Facility,,,67236.0,8161.0,0.0,75397.0,0.8917596190829874,0.1082403809170126,0.0,C
166,166,276,8590900220,2019,Campus,HARBORVIEW MEDICAL CENTER - Campus,2483229,103949753,118180504,1926841,1926841,0,Hospital (General Medical & Surgical),1355488.0,Parking,387651.0,,,Campus,Hospital,,,1355488.0,387651.0,0.0,1743139.0,0.777613259757254,0.222386740242746,0.0,A
167,167,278,8592900105,2019,NonResidential,ID VILLAGE SQUARE 1,2148280,7528080,0,102796,90185,12611,Senior Care Community,55259.0,Medical Office,40091.0,K-12 School,3231.0,NonResidential,Senior Living Community,Office,K-12 School,55259.0,40091.0,3231.0,98581.0,0.5605441210780983,0.4066808005599456,0.0327750783619561,B
168,168,279,8702100050,2019,SPS-District K-12,WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),3836105,4804076,0,208981,208981,0,K-12 School,208981.0,,,,,Campus,K-12 School,,,208981.0,0.0,0.0,208981.0,1.0,0.0,0.0,B
169,169,280,8725600350,2019,Multifamily MR (5-9),THE WINTONIA,0,0,0,51976,51976,0,Multifamily Housing,50350.0,,,,,Multifamily,Multifamily Housing,,,50350.0,0.0,0.0,50350.0,1.0,0.0,0.0,C
170,170,281,8816400900,2019,NonResidential,UNIVERSITY HTS CENTER,1326945,404913,0,55653,55653,0,Social/Meeting Hall,55500.0,,,,,NonResidential,Entertainment/Public Assembly,,,55500.0,0.0,0.0,55500.0,1.0,0.0,0.0,C
171,171,282,8817400055,2019,NonResidential,HOTEL DECA,5508410,2847783,0,106860,106860,0,Hotel,106860.0,,,,,NonResidential,Hotel,,,106860.0,0.0,0.0,106860.0,1.0,0.0,0.0,B
172,172,283,8822900465,2019,NonResidential,LAKE CITY CENTER,0,2794441,0,50759,50759,0,Office,50759.0,,,,,NonResidential,Office,,,50759.0,0.0,0.0,50759.0,1.0,0.0,0.0,C
173,173,284,8823902255,2019,NonResidential,UNIV CONGREGATIONAL CHURCH,1658407,1057242,0,56772,56772,0,Worship Facility,56772.0,,,,,NonResidential,Worship Facility,,,56772.0,0.0,0.0,56772.0,1.0,0.0,0.0,C
174,174,285,8823902325,2019,NonResidential,UNIVERSITY PRESBY CHURCH,3156803,2183014,0,87250,87250,0,Worship Facility,87250.0,Parking,17761.0,,,NonResidential,Worship Facility,,,87250.0,17761.0,0.0,105011.0,0.8308653379169801,0.1691346620830199,0.0,B
175,175,286,8826900005,2019,SPS-District K-12,ROOSEVELT HIGH (SPS-DISTRICT),3931803,6163177,0,269297,269297,0,K-12 School,274673.0,,,,,Campus,K-12 School,,,274673.0,0.0,0.0,274673.0,1.0,0.0,0.0,A
176,176,287,8827900180,2019,SPS-District K-12,BRYANT ELEMENTARY (SPS-DISTRICT),1500842,1411158,0,75174,75174,0,K-12 School,75174.0,,,,,Campus,K-12 School,,,75174.0,0.0,0.0,75174.0,1.0,0.0,0.0,C
177,177,289,9270200005,2019,SPS-District K-12,FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),2001210,1755859,0,75214,75214,0,K-12 School,75214.0,,,,,Campus,K-12 School,,,75214.0,0.0,0.0,75214.0,1.0,0.0,0.0,C
178,178,290,9278300005,2019,SPS-District K-12,MADISON MIDDLE (SPS-DISTRICT),746683,2771895,0,134918,134918,0,K-12 School,138502.0,,,,,Campus,K-12 School,,,138502.0,0.0,0.0,138502.0,1.0,0.0,0.0,B
179,179,291,9344400300,2019,SPS-District K-12,THURGOOD MARSHALL (SPS-DISTRICT),0,2078277,0,64414,64414,0,K-12 School,65310.0,,,,,Campus,K-12 School,,,65310.0,0.0,0.0,65310.0,1.0,0.0,0.0,C
180,180,292,9528103775,2019,SPS-District K-12,"MARSHALL, JOHN (SPS-DISTRICT)",5194100,841168,0,92437,92437,0,K-12 School,92437.0,,,,,Campus,K-12 School,,,92437.0,0.0,0.0,92437.0,1.0,0.0,0.0,B
181,181,293,2141290000,2019,NonResidential,ACT THEATER,572411,4586874,0,166570,166570,0,Other - Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,NonResidential,Entertainment/Public Assembly,Other,Office,109754.0,12876.0,6136.0,128766.0,0.8523523290309554,0.0999953403848842,0.0476523305841604,B
182,182,294,2301950000,2019,NonResidential,YWCA Women's Residence,0,2407416,2505880,107572,107572,0,Residence Hall/Dormitory,63934.0,Office,27143.0,Retail Store,10568.0,NonResidential,Residence Hall/Dormitory,Office,Retail Store,63934.0,27143.0,10568.0,101645.0,0.6289930640956269,0.2670372374440454,0.1039696984603276,B
183,183,295,2302700000,2019,NonResidential,CENTURYLINK: 3RD AVE 3-D,0,55020342,0,230880,230880,0,Other,203000.0,,,,,NonResidential,Other,,,203000.0,0.0,0.0,203000.0,1.0,0.0,0.0,B
184,184,296,3388120000,2019,Multifamily LR (1-4),COOPER SCHOOL ARTIST'S LOFTS,724240,1216496,0,56617,56617,0,Multifamily Housing,56617.0,,,,,Multifamily,Multifamily Housing,,,56617.0,0.0,0.0,56617.0,1.0,0.0,0.0,C
185,185,297,3993000000,2019,Multifamily MR (5-9),LAKE CITY COURT,1065871,1769895,0,56745,56745,0,Multifamily Housing,43673.0,,,,,Multifamily,Multifamily Housing,,,43673.0,0.0,0.0,43673.0,1.0,0.0,0.0,D
186,186,299,6434000000,2019,Multifamily LR (1-4),OTHELLO BUILDING,198362,2335973,0,67920,67920,0,Multifamily Housing,24600.0,Medical Office,12917.0,Office,4150.0,Multifamily,Multifamily Housing,Office,Office,24600.0,12917.0,4150.0,41667.0,0.5903952768377853,0.3100055199558403,0.0995992032063743,D
187,187,300,7549802085,2019,SPS-District K-12,CLEVELAND HIGH SCHOOL (SPS-DISTRICT),4428746,4372058,0,204961,204961,0,K-12 School,204961.0,,,,,Campus,K-12 School,,,204961.0,0.0,0.0,204961.0,1.0,0.0,0.0,B
188,188,302,7666201147,2019,NonResidential,WA ARMY NAT'L GUARD,2284635,1458679,0,76086,76086,0,Other,77810.0,,,,,NonResidential,Other,,,77810.0,0.0,0.0,77810.0,1.0,0.0,0.0,C
189,189,313,7666202190,2019,NonResidential,ELLIOTT PARK BUILDING,7271324,15406610,0,190000,151000,39000,Laboratory,75627.0,Office,75627.0,Parking,47633.0,NonResidential,Laboratory,Office,,75627.0,75627.0,47633.0,198887.0,0.3802510973567905,0.3802510973567905,0.2394978052864189,B
190,190,314,7666202317,2019,NonResidential,EDGEWATER INN,25727962,6748414,0,122309,122309,0,Hotel,122309.0,,,,,NonResidential,Hotel,,,122309.0,0.0,0.0,122309.0,1.0,0.0,0.0,B
